 0,001137479889147967
-0,001125669049044705
-472,3201260587109690E-6
 0,002646984758147057
-0,002921383269904225
-211,1102319316133280E-6
 0,004808391064433957
-0,006127038202885043
 0,001036690718891103
 0,007520535476284529
-0,011325487883672726
 0,004117646118406818
 0,010541372862130192
-0,019412201720335871
 0,010473372752773383
 0,013515996096005480
-0,032394376673095048
 0,023386182103964561
 0,016037848019385979
-0,057230613036872373
 0,055182084737460606
 0,017729952013114433
-0,144253220084964690
 0,265222958598179848
 0,684992671908219553
 0,265222958598179848
-0,144253220084964690
 0,017729952013114433
 0,055182084737460606
-0,057230613036872373
 0,016037848019385979
 0,023386182103964561
-0,032394376673095048
 0,013515996096005480
 0,010473372752773383
-0,019412201720335871
 0,010541372862130192
 0,004117646118406818
-0,011325487883672726
 0,007520535476284529
 0,001036690718891103
-0,006127038202885043
 0,004808391064433957
-211,1102319316133280E-6
-0,002921383269904225
 0,002646984758147057
-472,3201260587109690E-6
-0,001125669049044705
 0,001137479889147967

