#	1024	8000
0	0	0
1	4	0
2	8	0
3	12	0
4	16	0
5	20	0
6	23	0
7	27	0
8	31	0
9	35	0
10	39	0
11	43	0
12	47	0
13	51	1
14	55	1
15	59	1
16	63	1
17	66	1
18	70	1
19	74	1
20	78	1
21	82	1
22	86	1
23	90	1
24	94	1
25	98	1
26	102	1
27	105	1
28	109	1
29	113	1
30	117	1
31	121	1
32	125	1
33	129	1
34	133	1
35	137	1
36	141	1
37	145	1
38	148	1
39	152	1
40	156	1
41	160	1
42	164	1
43	168	1
44	172	1
45	176	1
46	180	1
47	184	1
48	188	1
49	191	1
50	195	1
51	199	1
52	203	1
53	207	1
54	211	1
55	215	1
56	219	1
57	223	1
58	227	1
59	230	1
60	234	1
61	238	1
62	242	1
63	246	1
64	250	1
65	254	1
66	258	1
67	262	1
68	266	1
69	270	1
70	273	1
71	277	1
72	281	1
73	285	1
74	289	1
75	293	1
76	297	1
77	301	1
78	305	1
79	309	1
80	313	1
81	316	1
82	320	1
83	324	1
84	328	1
85	332	1
86	336	1
87	340	1
88	344	1
89	348	1
90	352	1
91	355	1
92	359	1
93	363	1
94	367	1
95	371	1
96	375	1
97	379	1
98	383	1
99	387	1
100	391	1
101	395	1
102	398	1
103	402	1
104	406	1
105	410	1
106	414	1
107	418	1
108	422	1
109	426	1
110	430	1
111	434	1
112	438	1
113	441	1
114	445	1
115	449	1
116	453	1
117	457	1
118	461	1
119	465	1
120	469	1
121	473	1
122	477	1
123	480	1
124	484	1
125	488	1
126	492	1
127	496	1
128	500	1
129	504	1
130	508	1
131	512	1
132	516	1
133	520	1
134	523	1
135	527	1
136	531	1
137	535	1
138	539	1
139	543	1
140	547	1
141	551	1
142	555	1
143	559	1
144	563	1
145	566	1
146	570	1
147	574	1
148	578	1
149	582	1
150	586	1
151	590	1
152	594	1
153	598	1
154	602	1
155	605	1
156	609	1
157	613	1
158	617	1
159	621	1
160	625	1
161	629	1
162	633	1
163	637	1
164	641	1
165	645	1
166	648	1
167	652	1
168	656	1
169	660	1
170	664	1
171	668	1
172	672	1
173	676	1
174	680	1
175	684	1
176	688	1
177	691	1
178	695	1
179	699	1
180	703	1
181	707	1
182	711	1
183	715	1
184	719	1
185	723	1
186	727	1
187	730	1
188	734	1
189	738	1
190	742	1
191	746	1
192	750	1
193	754	1
194	758	1
195	762	1
196	766	1
197	770	1
198	773	1
199	777	1
200	781	1
201	785	1
202	789	1
203	793	1
204	797	1
205	801	0,5
206	805	0,5
207	809	0,5
208	813	0,5
209	816	0,5
210	820	0,5
211	824	0,5
212	828	0,5
213	832	0,5
214	836	0,5
215	840	0,5
216	844	0,5
217	848	0,5
218	852	0,5
219	855	0,5
220	859	0,5
221	863	0,5
222	867	0,5
223	871	0,5
224	875	0,5
225	879	0,5
226	883	0,5
227	887	0,5
228	891	0,5
229	895	0,5
230	898	0,5
231	902	0,5
232	906	0,5
233	910	0,5
234	914	0,5
235	918	0,5
236	922	0,5
237	926	0,5
238	930	0,5
239	934	0,5
240	938	0,5
241	941	0,5
242	945	0,5
243	949	0,5
244	953	0,5
245	957	0,5
246	961	0,5
247	965	0,5
248	969	0,5
249	973	0,5
250	977	0,5
251	980	0,5
252	984	0,5
253	988	0,5
254	992	0,5
255	996	0,5
256	1000	0,5
257	1004	0,5
258	1008	0,5
259	1012	0,5
260	1016	0,5
261	1020	0,5
262	1023	0,5
263	1027	0,5
264	1031	0,5
265	1035	0,5
266	1039	0,5
267	1043	0,5
268	1047	0,5
269	1051	0,5
270	1055	0,5
271	1059	0,5
272	1063	0,5
273	1066	0,5
274	1070	0,5
275	1074	0,5
276	1078	0,5
277	1082	0,5
278	1086	0,5
279	1090	0,5
280	1094	0,5
281	1098	0,5
282	1102	0,5
283	1105	0,5
284	1109	0,5
285	1113	0,5
286	1117	0,5
287	1121	0,5
288	1125	0,5
289	1129	0,5
290	1133	0,5
291	1137	0,5
292	1141	0,5
293	1145	0,5
294	1148	0,5
295	1152	0,5
296	1156	0,5
297	1160	0,5
298	1164	0,5
299	1168	0,5
300	1172	0,5
301	1176	0,5
302	1180	0,5
303	1184	0,5
304	1188	0,5
305	1191	0,5
306	1195	0,5
307	1199	0,5
308	1203	0,5
309	1207	0,5
310	1211	0,5
311	1215	0,5
312	1219	0,5
313	1223	0,5
